iter	Passed	Remaining
1667	46653	9286
1668	46679	9257
1669	46707	9229
1670	46738	9202
1671	46782	9177
1672	46808	9149
1673	46831	9120
1674	46856	9091
1675	46878	9062
1676	46905	9034
1677	46924	9004
1678	46945	8975
1679	46971	8946
1680	46990	8917
1681	47014	8888
1682	47039	8860
1683	47063	8831
1684	47086	8802
1685	47110	8773
1686	47129	8744
1687	47153	8715
1688	47177	8686
1689	47201	8658
1690	47222	8629
1691	47244	8599
1692	47268	8571
1693	47293	8542
1694	47313	8513
1695	47335	8484
1696	47358	8455
1697	47387	8428
1698	47409	8399
1699	47430	8370
1700	47455	8341
1701	47480	8313
1702	47498	8283
1703	47521	8254
1704	47547	8226
1705	47566	8197
1706	47587	8168
1707	47611	8139
1708	47635	8111
1709	47655	8081
1710	47679	8053
1711	47700	8024
1712	47720	7995
1713	47746	7966
1714	47766	7937
1715	47784	7908
1716	47803	7879
1717	47828	7850
1718	47849	7821
1719	47870	7792
1720	47895	7764
1721	47917	7735
1722	47938	7706
1723	47964	7678
1724	47985	7649
1725	48007	7621
1726	48030	7592
1727	48057	7564
1728	48077	7535
1729	48097	7506
1730	48122	7478
1731	48147	7450
1732	48170	7421
1733	48196	7393
1734	48218	7364
1735	48237	7335
1736	48260	7307
1737	48286	7279
1738	48308	7250
1739	48337	7222
1740	48362	7194
1741	48385	7166
1742	48410	7138
1743	48437	7110
1744	48457	7081
1745	48483	7053
1746	48507	7024
1747	48532	6996
1748	48554	6968
1749	48575	6939
1750	48597	6910
1751	48619	6882
1752	48641	6853
1753	48662	6825
1754	48686	6796
1755	48708	6768
1756	48732	6739
1757	48756	6711
1758	48779	6683
1759	48800	6654
1760	48820	6625
1761	48840	6597
1762	48865	6569
1763	48891	6541
1764	48925	6514
1765	48956	6486
1766	48981	6458
1767	49007	6430
1768	49031	6402
1769	49052	6374
1770	49073	6345
1771	49093	6316
1772	49118	6288
1773	49142	6260
1774	49166	6232
1775	49188	6203
1776	49210	6175
1777	49233	6147
1778	49252	6118
1779	49280	6090
1780	49308	6063
1781	49328	6034
1782	49356	6006
1783	49383	5979
1784	49402	5950
1785	49424	5922
1786	49448	5893
1787	49471	5865
1788	49492	5837
1789	49517	5809
1790	49537	5780
1791	49558	5752
1792	49580	5723
1793	49605	5696
1794	49627	5667
1795	49652	5639
1796	49677	5611
1797	49696	5583
1798	49721	5555
1799	49747	5527
1800	49766	5498
1801	49810	5473
1802	49836	5445
1803	49862	5417
1804	49886	5389
1805	49909	5361
1806	49934	5333
1807	49958	5305
1808	49981	5277
1809	50000	5248
1810	50025	5220
1811	50049	5192
1812	50073	5164
1813	50101	5137
1814	50127	5109
1815	50149	5081
1816	50177	5053
1817	50204	5026
1818	50226	4997
1819	50253	4970
1820	50274	4941
1821	50296	4913
1822	50322	4885
1823	50345	4857
1824	50366	4829
1825	50392	4801
1826	50415	4773
1827	50438	4745
1828	50463	4718
1829	50489	4690
1830	50509	4661
1831	50532	4633
1832	50554	4605
1833	50579	4578
1834	50606	4550
1835	50636	4523
1836	50661	4495
1837	50687	4467
1838	50712	4439
1839	50738	4412
1840	50764	4384
1841	50787	4356
1842	50810	4328
1843	50832	4300
1844	50853	4272
1845	50874	4244
1846	50895	4216
1847	50920	4188
1848	50942	4160
1849	50966	4132
1850	50986	4104
1851	51007	4076
1852	51026	4047
1853	51047	4019
1854	51069	3991
1855	51094	3964
1856	51118	3936
1857	51139	3908
1858	51164	3880
1859	51188	3852
1860	51214	3825
1861	51235	3797
1862	51255	3769
1863	51281	3741
1864	51305	3713
1865	51325	3685
1866	51350	3658
1867	51370	3630
1868	51388	3601
1869	51414	3574
1870	51439	3546
1871	51458	3518
1872	51476	3490
1873	51500	3462
1874	51521	3434
1875	51544	3407
1876	51567	3379
1877	51588	3351
1878	51609	3323
1879	51629	3295
1880	51650	3267
1881	51675	3239
1882	51694	3212
1883	51716	3184
1884	51744	3156
1885	51768	3129
1886	51794	3101
1887	51818	3074
1888	51838	3046
1889	51865	3018
1890	51888	2990
1891	51909	2963
1892	51936	2935
1893	51957	2907
1894	51980	2880
1895	52002	2852
1896	52042	2825
1897	52069	2798
1898	52096	2770
1899	52128	2743
1900	52156	2716
1901	52187	2688
1902	52207	2661
1903	52231	2633
1904	52255	2605
1905	52277	2578
1906	52297	2550
1907	52322	2522
1908	52345	2495
1909	52367	2467
1910	52400	2440
1911	52427	2413
1912	52452	2385
1913	52477	2357
1914	52498	2330
1915	52526	2302
1916	52554	2275
1917	52577	2247
1918	52603	2220
1919	52621	2192
1920	52641	2164
1921	52667	2137
1922	52687	2109
1923	52710	2082
1924	52731	2054
1925	52752	2026
1926	52771	1999
1927	52794	1971
1928	52814	1943
1929	52837	1916
1930	52857	1888
1931	52880	1861
1932	52904	1833
1933	52925	1806
1934	52950	1778
1935	52973	1751
1936	52997	1723
1937	53017	1696
1938	53043	1668
1939	53067	1641
1940	53091	1613
1941	53112	1586
1942	53134	1558
1943	53156	1531
1944	53182	1503
1945	53203	1476
1946	53222	1448
1947	53249	1421
1948	53270	1393
1949	53301	1366
1950	53328	1339
1951	53354	1311
1952	53381	1284
1953	53409	1257
1954	53433	1229
1955	53459	1202
1956	53484	1175
1957	53504	1147
1958	53529	1120
1959	53556	1092
1960	53580	1065
1961	53606	1038
1962	53630	1010
1963	53654	983
1964	53679	956
1965	53701	928
1966	53724	901
1967	53750	873
1968	53775	846
1969	53800	819
1970	53823	791
1971	53847	764
1972	53870	737
1973	53893	709
1974	53919	682
1975	53938	655
1976	53963	627
1977	53988	600
1978	54012	573
1979	54035	545
1980	54056	518
1981	54076	491
1982	54096	463
1983	54120	436
1984	54141	409
1985	54163	381
1986	54188	354
1987	54209	327
1988	54229	299
1989	54254	272
1990	54279	245
1991	54304	218
1992	54325	190
1993	54350	163
1994	54370	136
1995	54396	109
1996	54421	81
1997	54443	54
1998	54467	27
1999	54491	0
