iter	RMSE
387	35980.97764
388	35960.89807
389	35945.01257
390	35931.39117
391	35914.91283
392	35895.3309
393	35878.00688
394	35866.78675
395	35849.43437
396	35832.3211
397	35808.87656
398	35785.95283
399	35763.35174
400	35741.92012
401	35728.16725
402	35704.05049
403	35692.71582
404	35672.12119
405	35658.08248
406	35635.06132
407	35617.40017
408	35602.03696
409	35589.1526
410	35573.99825
411	35553.71945
412	35536.5789
413	35518.20801
414	35492.51911
415	35475.30159
416	35461.3458
417	35450.43342
418	35427.55518
419	35417.22092
420	35403.57742
421	35388.03639
422	35364.43393
423	35347.32906
424	35334.6762
425	35320.25077
426	35305.10976
427	35287.07392
428	35268.94157
429	35253.60669
430	35237.17202
431	35223.54244
432	35212.59108
433	35188.53104
434	35175.22787
435	35151.59889
436	35127.15931
437	35112.72931
438	35088.76967
439	35079.67488
440	35062.80483
441	35042.49719
442	35024.11319
443	35005.11738
444	34986.36245
445	34966.70693
446	34946.33024
447	34927.21336
448	34912.5381
449	34901.15145
450	34885.41412
451	34869.82291
452	34850.63992
453	34836.34506
454	34824.28209
455	34809.54107
456	34793.35809
457	34777.96459
458	34766.16653
459	34750.40208
460	34725.61037
461	34710.31456
462	34696.22043
463	34675.40269
464	34661.41507
465	34648.49153
466	34633.35095
467	34623.15367
468	34608.97805
469	34602.78922
470	34586.8367
471	34566.81074
472	34556.03643
473	34540.18189
474	34520.97835
475	34512.40609
476	34506.3597
477	34487.13667
478	34476.01232
479	34465.1052
480	34444.20578
481	34432.24826
482	34421.68658
483	34408.79354
484	34390.61481
485	34370.15004
486	34349.06537
487	34340.03792
488	34330.74633
489	34314.8805
490	34303.0117
491	34287.40668
492	34270.94225
493	34257.80494
494	34234.14255
495	34220.19358
496	34205.24428
497	34187.18456
498	34170.22183
499	34164.35999
500	34149.75524
501	34136.44962
502	34124.51228
503	34109.7485
504	34096.01805
505	34087.64542
506	34076.08827
507	34063.094
508	34047.11453
509	34037.89863
510	34024.97332
511	34001.97948
512	33987.93598
513	33977.9189
514	33965.58111
515	33954.78058
516	33940.74825
517	33932.74109
518	33913.4802
519	33901.89908
520	33880.10812
521	33863.85955
522	33853.82647
523	33839.38981
524	33823.80607
525	33809.7293
526	33796.51456
527	33779.53899
528	33767.95351
529	33753.31713
530	33735.05018
531	33710.80326
532	33694.69959
533	33682.57527
534	33664.85889
535	33650.20842
536	33637.82869
537	33628.69488
538	33622.00555
539	33612.16523
540	33598.20698
541	33585.9057
542	33574.7766
543	33563.928
544	33548.35051
545	33538.4227
546	33523.48469
547	33502.11127
548	33484.4043
549	33471.54642
550	33452.17113
551	33440.612
552	33424.60364
553	33415.72249
554	33403.53076
555	33395.96781
556	33384.06184
557	33368.12332
558	33350.3464
559	33332.97533
560	33328.37819
561	33317.3533
562	33304.28254
563	33294.03496
564	33281.95771
565	33274.21512
566	33255.42873
567	33244.52733
568	33228.58565
569	33218.25436
570	33210.13251
571	33198.73026
572	33186.99483
573	33172.43064
574	33159.22841
575	33148.3314
576	33139.91308
577	33127.74261
578	33120.72832
579	33113.28525
580	33104.67576
581	33093.40059
582	33083.6845
583	33068.92942
584	33058.35448
585	33049.95462
586	33035.97667
587	33014.02592
588	33002.8265
589	32992.96809
590	32984.39407
591	32970.7499
592	32960.7865
593	32953.66627
594	32942.67572
595	32934.28375
596	32923.98059
597	32912.30624
598	32904.52273
599	32890.62036
600	32879.44862
601	32868.94224
602	32861.12606
603	32850.65548
604	32840.19803
605	32832.21266
606	32816.47138
607	32802.14875
608	32793.17363
609	32786.35649
610	32777.95354
611	32770.04077
612	32761.80827
613	32755.046
614	32737.45469
615	32731.41864
616	32724.48334
617	32711.6881
618	32699.38166
619	32686.60592
620	32677.7482
621	32668.67334
622	32657.9368
623	32645.22439
624	32635.20543
625	32628.19926
626	32624.78628
627	32614.25077
628	32601.58329
629	32593.60561
630	32587.52421
631	32577.70926
632	32567.0103
633	32560.28332
634	32544.30775
635	32537.03233
636	32520.9524
637	32514.07519
638	32507.38975
639	32492.03289
640	32481.03754
641	32474.44694
642	32461.82013
643	32452.0116
644	32441.76187
645	32428.05492
646	32419.50879
647	32408.25919
648	32397.10049
649	32385.70754
650	32375.82952
651	32364.4522
652	32355.84643
653	32344.4776
654	32337.55119
655	32329.54408
656	32317.61543
657	32307.35023
658	32298.50682
659	32288.29943
660	32276.6736
661	32269.56535
662	32253.51212
663	32247.35347
664	32235.03335
665	32226.36899
666	32220.09394
667	32211.53563
668	32202.55517
669	32194.65457
670	32187.07748
671	32177.00047
672	32167.78065
673	32156.81264
674	32147.78541
675	32135.463
676	32123.54982
677	32112.92901
678	32106.94068
679	32101.47166
680	32096.58857
681	32087.12983
682	32078.62804
683	32067.12575
684	32055.30824
685	32043.47498
686	32036.48627
687	32026.84361
688	32014.21127
689	32007.99203
690	31999.63835
691	31983.62615
692	31972.78766
693	31964.86892
694	31955.14327
695	31950.39115
696	31942.0488
697	31935.84824
698	31925.60125
699	31914.24899
700	31901.17669
701	31892.99872
702	31879.89669
703	31873.96977
704	31863.59994
705	31851.64952
706	31842.28473
707	31833.32326
708	31827.60878
709	31819.81589
710	31813.03448
711	31801.25634
712	31789.7292
713	31780.19105
714	31775.1904
715	31762.68925
716	31754.20035
717	31740.37773
718	31734.48573
719	31726.50581
720	31719.1808
721	31712.03787
722	31706.31283
723	31700.08589
724	31692.72913
725	31686.76302
726	31677.03809
727	31671.68175
728	31664.10339
729	31656.26208
730	31642.88552
731	31631.38508
732	31623.32095
733	31616.94669
734	31611.08051
735	31608.39668
736	31596.94617
737	31585.45686
738	31575.01654
739	31567.04774
740	31561.91298
741	31552.18632
742	31542.26713
743	31536.76207
744	31528.9367
745	31521.8899
746	31514.70908
747	31506.74905
748	31500.34742
749	31491.96403
750	31484.75487
751	31475.38177
752	31458.94857
753	31451.21795
754	31440.96088
755	31435.87632
756	31425.68836
757	31418.08728
758	31404.72395
759	31398.74378
760	31386.33102
761	31379.86056
762	31375.44886
763	31367.67476
764	31360.23602
765	31355.27637
766	31347.8332
767	31340.61277
768	31331.45981
769	31319.24688
770	31311.09164
771	31305.84506
772	31298.47745
773	31286.98583
774	31277.67345
775	31271.77239
776	31260.67052
777	31253.11921
778	31242.89093
779	31231.41047
780	31222.5105
781	31217.3015
782	31211.50462
783	31207.25308
784	31200.13426
785	31194.55439
786	31186.43458
787	31179.94071
788	31173.81524
789	31166.07943
790	31159.53517
791	31153.99611
792	31142.65823
793	31129.93478
794	31114.84574
795	31110.0708
796	31096.41082
797	31089.30345
798	31075.14977
799	31070.77218
800	31063.44682
801	31055.77838
802	31043.68286
803	31037.54651
804	31034.52721
805	31027.20987
806	31022.34032
807	31015.16883
808	31009.48466
809	30999.56531
810	30992.1587
811	30984.47198
812	30976.51976
813	30969.04473
814	30963.45697
815	30956.51084
816	30949.04052
817	30941.02281
818	30930.26012
819	30921.4164
820	30915.79608
821	30911.82573
822	30907.42612
823	30898.29156
824	30893.32101
825	30886.43497
826	30878.54031
827	30873.13825
828	30867.37579
829	30859.79668
830	30850.22133
831	30843.66753
832	30838.11746
833	30830.89591
834	30824.16778
835	30815.66834
836	30805.11158
837	30791.28465
838	30783.65961
839	30771.66739
840	30762.17573
841	30750.43299
842	30738.73266
843	30731.37163
844	30727.74607
845	30722.79358
846	30716.08045
847	30705.53109
848	30696.12784
849	30688.76145
850	30682.39079
851	30680.34201
852	30675.45918
853	30671.73997
854	30665.73912
855	30656.67996
856	30651.57591
857	30645.95817
858	30638.23543
859	30633.55492
860	30627.81158
861	30619.54236
862	30609.22518
863	30599.3876
864	30593.07155
865	30587.56753
866	30582.59186
867	30576.33706
868	30573.52755
869	30567.72734
870	30559.18465
871	30553.28557
872	30546.92538
873	30542.02135
874	30534.57877
875	30528.35158
876	30519.19106
877	30514.52561
878	30510.16183
879	30501.41066
880	30492.63778
881	30486.62924
882	30477.27628
883	30470.05901
884	30465.08947
885	30455.1681
886	30449.4607
887	30444.53948
888	30437.08523
889	30428.45984
890	30422.7861
891	30413.92412
892	30403.83546
893	30397.11298
894	30389.86519
895	30379.57778
896	30371.78097
897	30367.30225
898	30359.89381
899	30355.77507
900	30350.93386
901	30345.04692
902	30339.83726
903	30325.88158
904	30320.7686
905	30314.23127
906	30305.99468
907	30298.49472
908	30291.21325
909	30286.90269
910	30278.38692
911	30275.09436
912	30270.65969
913	30267.07284
914	30259.9922
915	30255.79641
916	30251.7124
917	30245.05925
918	30234.73093
919	30225.55271
920	30212.14523
921	30203.69593
922	30197.33844
923	30190.71091
924	30185.63612
925	30180.75692
926	30171.21819
927	30163.47284
928	30158.11527
929	30156.00833
930	30151.92104
931	30144.89222
932	30140.6368
933	30135.48141
934	30126.87974
935	30121.14512
936	30113.77134
937	30110.56738
938	30096.97706
939	30089.38679
940	30083.66248
941	30077.65848
942	30072.43021
943	30064.02182
944	30057.33375
945	30051.77642
946	30038.74575
947	30033.25909
948	30026.5018
949	30021.24714
950	30017.11659
951	30012.06173
952	30006.40192
953	29996.82779
954	29994.18159
955	29986.62735
956	29982.62494
957	29971.38262
958	29966.91613
959	29959.79268
960	29955.35939
961	29947.91669
962	29942.18817
963	29934.98633
964	29928.10874
965	29921.25614
966	29915.48011
967	29909.83459
968	29903.41025
969	29900.33582
970	29896.85754
971	29891.65021
972	29883.98735
973	29879.79936
974	29873.71381
975	29866.5181
976	29858.87477
977	29852.94185
978	29844.06775
979	29837.15832
980	29832.89727
981	29830.12176
982	29821.46051
983	29814.28438
984	29806.66098
985	29801.82355
986	29796.89225
987	29791.69563
988	29785.99465
989	29781.90381
990	29776.73083
991	29770.21324
992	29761.37484
993	29755.16416
994	29750.65759
995	29746.54745
996	29733.66424
997	29728.74331
998	29722.41063
999	29718.74046
1000	29712.89041
1001	29708.15462
1002	29702.36653
1003	29699.58296
1004	29693.09294
1005	29686.86607
1006	29680.60352
1007	29676.66548
1008	29669.92433
1009	29665.75445
1010	29660.63116
1011	29651.31373
1012	29644.63279
1013	29635.08785
1014	29630.78597
1015	29625.79425
1016	29619.36716
1017	29610.21848
1018	29607.14588
1019	29602.8815
1020	29596.58404
1021	29592.85716
1022	29587.39468
1023	29581.38056
1024	29577.53342
1025	29573.01992
1026	29567.04951
1027	29561.8936
1028	29556.22115
1029	29552.62075
1030	29546.34516
1031	29541.06647
1032	29531.27788
1033	29526.87636
1034	29518.57321
1035	29513.94269
1036	29505.90528
1037	29500.87992
1038	29494.54994
1039	29488.9975
1040	29482.88851
1041	29474.51902
1042	29470.05679
1043	29466.7302
1044	29462.99697
1045	29455.16379
1046	29451.49987
1047	29448.34988
1048	29436.74599
1049	29431.91004
1050	29427.17483
1051	29421.46839
1052	29418.12432
1053	29414.54594
1054	29409.09263
1055	29405.16993
1056	29397.37675
1057	29391.92458
1058	29387.63623
1059	29381.27699
1060	29372.40629
1061	29367.90951
1062	29363.19519
1063	29353.89608
1064	29349.59745
1065	29343.05243
1066	29336.78429
1067	29332.89501
1068	29326.25754
1069	29320.0715
1070	29314.71017
1071	29311.08244
1072	29305.67758
1073	29294.72938
1074	29290.45209
1075	29285.65109
1076	29281.85436
1077	29276.88125
1078	29274.47198
1079	29269.63701
1080	29264.1755
1081	29259.22094
1082	29255.1688
1083	29251.06285
1084	29243.5519
1085	29239.31748
1086	29232.36644
1087	29227.86203
1088	29222.70956
1089	29217.9036
1090	29211.43127
1091	29206.64107
1092	29202.21648
1093	29195.38545
1094	29189.83885
1095	29182.89664
1096	29178.18134
1097	29174.25846
1098	29170.22583
1099	29165.32444
1100	29159.49818
1101	29155.58462
1102	29152.4049
1103	29146.81757
1104	29138.26469
1105	29134.84382
1106	29131.75465
1107	29128.45873
1108	29123.51265
1109	29118.07551
1110	29113.06898
1111	29108.39074
1112	29102.14226
1113	29099.33199
1114	29096.41644
1115	29087.98039
1116	29080.43601
1117	29075.17745
1118	29072.39364
1119	29064.637
1120	29057.7632
1121	29053.47565
1122	29049.70506
1123	29046.83229
1124	29041.30217
1125	29036.58039
1126	29030.47047
1127	29026.05259
1128	29020.11497
1129	29016.01816
1130	29012.42195
1131	29009.04731
1132	29000.74778
1133	28998.51139
1134	28994.497
1135	28991.00082
1136	28983.3847
1137	28976.97286
1138	28970.58927
1139	28966.29196
1140	28963.32509
1141	28958.08184
1142	28953.5819
1143	28950.06968
1144	28944.41912
1145	28939.31374
1146	28934.79179
1147	28928.01867
1148	28923.98554
1149	28913.32887
1150	28908.10513
1151	28904.28943
1152	28899.66648
1153	28896.74951
1154	28891.72367
1155	28888.14114
1156	28883.04629
1157	28877.0743
1158	28870.28045
1159	28864.04824
1160	28857.34312
1161	28853.62292
1162	28847.1845
1163	28843.15792
1164	28836.28837
1165	28832.97341
1166	28826.99532
1167	28820.85183
1168	28818.25853
1169	28814.42146
1170	28810.12536
1171	28804.71645
1172	28793.96135
1173	28791.06414
1174	28785.01019
1175	28781.27649
1176	28778.11285
1177	28773.26257
1178	28765.67748
1179	28758.64817
1180	28754.50322
1181	28749.3431
1182	28742.52826
1183	28738.23025
1184	28731.65523
1185	28728.08699
1186	28724.13451
1187	28719.76178
1188	28713.58331
1189	28706.99116
1190	28702.89305
1191	28695.15692
1192	28689.10673
1193	28683.6879
1194	28679.7908
1195	28670.91364
1196	28665.82152
1197	28656.68586
1198	28652.13231
1199	28647.84311
1200	28643.85633
1201	28635.77883
1202	28632.40156
1203	28626.89279
1204	28621.02191
1205	28616.97978
1206	28611.29272
1207	28605.41729
1208	28601.22602
1209	28597.95498
1210	28591.05502
1211	28585.49456
1212	28579.00602
1213	28575.995
1214	28573.8516
1215	28568.93258
1216	28565.61943
1217	28557.39385
1218	28553.24129
1219	28547.32857
1220	28542.52282
1221	28539.41356
1222	28535.96073
1223	28530.08865
1224	28523.94785
1225	28518.40218
1226	28515.22084
1227	28510.62396
1228	28506.16007
1229	28502.94191
1230	28498.02407
1231	28492.31456
1232	28489.83689
1233	28485.15865
1234	28482.39261
1235	28477.30052
1236	28472.21808
1237	28467.60114
1238	28464.50632
1239	28462.03715
1240	28458.22568
1241	28454.44088
1242	28447.4389
1243	28443.97582
1244	28438.26931
1245	28431.9684
1246	28426.22118
1247	28418.74047
1248	28414.06707
1249	28409.49176
1250	28404.3391
1251	28401.59653
1252	28397.2501
1253	28393.19256
1254	28388.37284
1255	28381.73212
1256	28372.45874
1257	28367.42056
1258	28364.78595
1259	28358.20204
1260	28354.88885
1261	28353.01619
1262	28349.96515
1263	28344.49864
1264	28340.37992
1265	28337.75472
1266	28332.48729
1267	28324.69631
1268	28320.03285
1269	28317.68906
1270	28314.83593
1271	28312.06578
1272	28309.56802
1273	28306.12233
1274	28302.03477
1275	28298.91894
1276	28294.74976
1277	28288.11797
1278	28283.48291
1279	28279.63435
1280	28274.22818
1281	28266.97786
1282	28262.68632
1283	28258.74511
1284	28255.05496
1285	28250.56729
1286	28243.93683
1287	28239.24179
1288	28231.26037
1289	28227.69663
1290	28225.11299
1291	28221.00351
1292	28217.62397
1293	28213.15657
1294	28209.19064
1295	28205.00541
1296	28201.49716
1297	28198.09171
1298	28195.23891
1299	28191.51816
1300	28184.12375
1301	28180.97456
1302	28175.19666
1303	28169.39829
1304	28163.91974
1305	28159.10801
1306	28154.32273
1307	28150.83467
1308	28145.93905
1309	28143.50434
1310	28140.84196
1311	28136.91541
1312	28133.85687
1313	28130.46767
1314	28126.27212
1315	28121.83208
1316	28116.50372
1317	28113.72815
1318	28109.39855
1319	28105.78649
1320	28101.46756
1321	28098.38118
1322	28095.86204
1323	28090.7449
1324	28085.33192
1325	28082.19677
1326	28076.3796
1327	28070.71744
1328	28065.61505
1329	28061.06418
1330	28056.35508
1331	28052.81713
1332	28050.3674
1333	28046.89288
1334	28044.25133
1335	28039.4291
1336	28032.92611
1337	28030.73135
1338	28026.75277
1339	28022.42329
1340	28017.87403
1341	28013.90079
1342	28008.77476
1343	28004.23949
1344	27997.89683
1345	27995.6324
1346	27991.70619
1347	27986.92442
1348	27984.16443
1349	27979.1796
1350	27973.23202
1351	27970.59056
1352	27966.92466
1353	27962.55394
1354	27958.70055
1355	27954.44209
1356	27950.24732
1357	27946.48667
1358	27942.59052
1359	27937.60923
1360	27934.02644
1361	27931.66594
1362	27926.47244
1363	27922.76717
1364	27919.78406
1365	27915.13694
1366	27909.96697
1367	27906.62579
1368	27902.57986
1369	27900.38112
1370	27895.68763
1371	27893.35734
1372	27890.25289
1373	27886.84306
1374	27882.05022
1375	27875.21156
1376	27871.13097
1377	27868.65861
1378	27864.2369
1379	27857.10282
1380	27854.3033
1381	27850.31714
1382	27848.06344
1383	27844.14393
1384	27840.48756
1385	27836.04802
1386	27831.9693
1387	27827.97998
1388	27821.60448
1389	27817.75423
1390	27812.81784
1391	27807.25676
1392	27804.08254
1393	27802.16716
1394	27796.00543
1395	27791.43639
1396	27789.49469
1397	27784.86665
1398	27779.43069
1399	27774.1951
1400	27768.38974
1401	27765.35164
1402	27761.62748
1403	27757.09327
1404	27749.783
1405	27747.14511
1406	27744.41588
1407	27739.99047
1408	27737.40382
1409	27734.77178
1410	27728.47144
1411	27724.91528
1412	27721.82877
1413	27718.61542
1414	27715.0147
1415	27711.494
1416	27708.23498
1417	27703.3807
1418	27701.1592
1419	27697.95202
1420	27695.32018
1421	27691.33714
1422	27685.81233
1423	27680.94305
1424	27677.53792
1425	27675.42584
1426	27670.43605
1427	27666.40869
1428	27662.9998
1429	27659.17599
1430	27655.98514
1431	27650.08084
1432	27643.37454
1433	27641.49334
1434	27638.00109
1435	27634.46299
1436	27632.02917
1437	27628.18405
1438	27625.59337
1439	27620.7191
1440	27617.24332
1441	27612.45524
1442	27608.86076
1443	27604.44367
1444	27600.40785
1445	27596.3631
1446	27592.84671
1447	27588.89501
1448	27583.32481
1449	27580.5309
1450	27577.71322
1451	27574.56816
1452	27571.25668
1453	27567.03969
1454	27561.92972
1455	27558.2496
1456	27555.04619
1457	27551.80826
1458	27547.44987
1459	27544.03782
1460	27540.71251
1461	27537.42587
1462	27532.92527
1463	27528.77273
1464	27526.24997
1465	27522.14494
1466	27518.76709
1467	27514.42268
1468	27510.44298
1469	27507.51824
1470	27503.5247
1471	27500.01423
1472	27495.27561
1473	27490.29481
1474	27486.22481
1475	27483.47733
1476	27477.87249
1477	27474.22089
1478	27471.12149
1479	27467.46508
1480	27464.00063
1481	27457.27008
1482	27454.62847
1483	27450.94478
1484	27446.27713
1485	27443.51852
1486	27440.17843
1487	27436.62006
1488	27433.46366
1489	27428.76784
1490	27424.10857
1491	27418.36241
1492	27415.63339
1493	27412.47604
1494	27408.01603
1495	27405.36032
1496	27399.75742
1497	27396.24586
1498	27389.19304
1499	27385.85753
1500	27380.28002
1501	27376.25616
1502	27372.53216
1503	27368.20265
1504	27365.27872
1505	27362.11754
1506	27358.44598
1507	27356.47766
1508	27353.56066
1509	27350.52051
1510	27347.29308
1511	27342.86635
1512	27339.81013
1513	27338.21709
1514	27335.14137
1515	27331.97121
1516	27325.97065
1517	27322.55598
1518	27318.6561
1519	27315.47505
1520	27311.78734
1521	27308.24417
1522	27302.67061
1523	27300.36219
1524	27297.0365
1525	27290.81586
1526	27288.54349
1527	27283.42879
1528	27278.93908
1529	27277.16077
1530	27273.28383
1531	27269.68839
1532	27265.26765
1533	27262.4901
1534	27258.90056
1535	27255.68398
1536	27252.9272
1537	27250.59007
1538	27247.09517
1539	27242.72418
1540	27239.24868
1541	27233.12279
1542	27229.96673
1543	27225.34989
1544	27220.926
1545	27218.75181
1546	27215.38711
1547	27212.46028
1548	27209.96096
1549	27204.01808
1550	27203.62765
1551	27199.35998
1552	27193.98139
1553	27189.58675
1554	27186.71394
1555	27180.48798
1556	27176.53485
1557	27173.34417
1558	27170.08633
1559	27165.84335
1560	27162.26056
1561	27155.23099
1562	27152.70811
1563	27149.94907
1564	27145.77441
1565	27141.9637
1566	27137.17322
1567	27135.14092
1568	27131.95602
1569	27127.43017
1570	27123.82083
1571	27119.56487
1572	27115.149
1573	27112.75072
1574	27107.91991
1575	27105.13134
1576	27100.70919
1577	27097.41962
1578	27093.58706
1579	27090.07149
1580	27085.5252
1581	27082.56883
1582	27079.90656
1583	27077.23009
1584	27073.09074
1585	27067.26076
1586	27065.7385
1587	27062.63094
1588	27058.11981
1589	27054.79943
1590	27051.9358
1591	27049.58817
1592	27046.65725
1593	27043.65744
1594	27037.82895
1595	27035.22635
1596	27029.9867
1597	27027.51609
1598	27024.27967
1599	27021.71534
1600	27018.81116
1601	27013.97703
1602	27011.96511
1603	27009.97021
1604	27006.16857
1605	27004.34064
1606	26999.48776
1607	26995.66267
1608	26991.15305
1609	26988.726
1610	26985.55852
1611	26981.56654
1612	26979.62799
1613	26975.47021
1614	26971.35285
1615	26968.42506
1616	26964.43505
1617	26960.00794
1618	26957.25788
1619	26953.52763
1620	26950.16992
1621	26947.296
1622	26944.17152
1623	26943.36632
1624	26941.00234
1625	26938.21481
1626	26934.65411
1627	26931.63813
1628	26928.88829
1629	26926.60947
1630	26922.01867
1631	26919.70311
1632	26917.30859
1633	26913.11823
1634	26909.98771
1635	26907.37576
1636	26904.70455
1637	26900.41822
1638	26894.55755
1639	26890.46854
1640	26887.99322
1641	26884.4657
1642	26883.08593
1643	26879.78252
1644	26877.52763
1645	26873.62957
1646	26870.2202
1647	26866.60802
1648	26861.43824
1649	26855.6574
1650	26851.80726
1651	26849.7819
1652	26846.95548
1653	26842.33386
1654	26838.61221
1655	26836.49164
1656	26832.79652
1657	26829.77341
1658	26824.64643
1659	26821.94442
1660	26818.17915
1661	26815.32235
1662	26811.10152
1663	26807.95439
1664	26805.56168
1665	26802.36103
1666	26800.06846
