iter	Passed	Remaining
1661	41500	8439
1662	41530	8415
1663	41559	8391
1664	41585	8367
1665	41609	8341
1666	41634	8316
1667	41659	8291
1668	41680	8266
1669	41712	8242
1670	41739	8217
1671	41765	8193
1672	41785	8167
1673	41807	8141
1674	41832	8116
1675	41853	8090
1676	41878	8066
1677	41899	8040
1678	41921	8014
1679	41948	7990
1680	41968	7964
1681	41995	7939
1682	42021	7914
1683	42048	7890
1684	42069	7864
1685	42092	7839
1686	42113	7813
1687	42140	7788
1688	42164	7763
1689	42190	7739
1690	42214	7713
1691	42236	7688
1692	42263	7663
1693	42290	7639
1694	42310	7613
1695	42331	7587
1696	42356	7562
1697	42381	7537
1698	42405	7512
1699	42428	7487
1700	42454	7462
1701	42480	7437
1702	42501	7412
1703	42526	7387
1704	42551	7362
1705	42576	7337
1706	42598	7311
1707	42622	7286
1708	42646	7261
1709	42669	7236
1710	42694	7211
1711	42719	7186
1712	42744	7161
1713	42773	7137
1714	42792	7111
1715	42811	7085
1716	42833	7059
1717	42859	7035
1718	42881	7009
1719	42905	6984
1720	42931	6959
1721	42953	6934
1722	42977	6909
1723	43003	6884
1724	43023	6858
1725	43047	6833
1726	43074	6809
1727	43104	6785
1728	43128	6759
1729	43158	6735
1730	43187	6711
1731	43213	6686
1732	43238	6661
1733	43264	6636
1734	43285	6611
1735	43308	6586
1736	43332	6561
1737	43358	6536
1738	43379	6510
1739	43406	6486
1740	43430	6460
1741	43455	6436
1742	43480	6411
1743	43506	6386
1744	43526	6360
1745	43552	6335
1746	43577	6310
1747	43603	6286
1748	43624	6260
1749	43646	6235
1750	43669	6209
1751	43692	6184
1752	43713	6159
1753	43738	6134
1754	43763	6109
1755	43786	6084
1756	43811	6059
1757	43838	6034
1758	43860	6009
1759	43881	5983
1760	43903	5958
1761	43924	5933
1762	43947	5907
1763	43974	5883
1764	43998	5858
1765	44034	5834
1766	44054	5809
1767	44081	5784
1768	44106	5759
1769	44129	5734
1770	44150	5708
1771	44170	5683
1772	44195	5658
1773	44218	5633
1774	44239	5607
1775	44262	5582
1776	44282	5557
1777	44303	5531
1778	44322	5506
1779	44348	5481
1780	44372	5456
1781	44394	5430
1782	44415	5405
1783	44438	5380
1784	44460	5355
1785	44480	5329
1786	44505	5304
1787	44530	5279
1788	44552	5254
1789	44579	5230
1790	44599	5204
1791	44621	5179
1792	44642	5153
1793	44669	5129
1794	44694	5104
1795	44722	5079
1796	44747	5054
1797	44769	5029
1798	44795	5004
1799	44821	4980
1800	44841	4954
1801	44865	4929
1802	44886	4904
1803	44913	4879
1804	44937	4854
1805	44962	4829
1806	44987	4805
1807	45011	4779
1808	45035	4755
1809	45056	4729
1810	45080	4704
1811	45103	4679
1812	45128	4654
1813	45154	4629
1814	45177	4604
1815	45200	4579
1816	45224	4554
1817	45249	4529
1818	45271	4504
1819	45297	4479
1820	45318	4454
1821	45343	4429
1822	45368	4404
1823	45393	4380
1824	45413	4354
1825	45439	4329
1826	45462	4304
1827	45489	4280
1828	45514	4255
1829	45543	4230
1830	45564	4205
1831	45587	4180
1832	45610	4155
1833	45635	4130
1834	45660	4105
1835	45688	4081
1836	45713	4056
1837	45740	4031
1838	45766	4006
1839	45795	3982
1840	45821	3957
1841	45847	3932
1842	45874	3907
1843	45898	3882
1844	45920	3857
1845	45945	3832
1846	45968	3807
1847	45995	3783
1848	46019	3758
1849	46045	3733
1850	46066	3708
1851	46097	3683
1852	46119	3658
1853	46144	3633
1854	46169	3608
1855	46201	3584
1856	46227	3559
1857	46257	3535
1858	46284	3510
1859	46317	3486
1860	46347	3461
1861	46373	3436
1862	46399	3412
1863	46435	3388
1864	46462	3363
1865	46485	3338
1866	46510	3313
1867	46531	3288
1868	46566	3263
1869	46596	3239
1870	46623	3214
1871	46645	3189
1872	46664	3164
1873	46690	3139
1874	46713	3114
1875	46738	3089
1876	46762	3064
1877	46782	3039
1878	46806	3014
1879	46827	2988
1880	46849	2963
1881	46873	2938
1882	46894	2913
1883	46917	2888
1884	46944	2863
1885	46964	2838
1886	46988	2813
1887	47010	2788
1888	47030	2763
1889	47054	2738
1890	47083	2713
1891	47107	2689
1892	47136	2664
1893	47160	2639
1894	47190	2614
1895	47215	2589
1896	47245	2565
1897	47268	2540
1898	47296	2515
1899	47324	2490
1900	47348	2465
1901	47376	2441
1902	47399	2416
1903	47423	2391
1904	47448	2366
1905	47469	2341
1906	47491	2316
1907	47518	2291
1908	47543	2266
1909	47566	2241
1910	47591	2216
1911	47612	2191
1912	47636	2166
1913	47663	2141
1914	47689	2116
1915	47717	2091
1916	47743	2067
1917	47766	2042
1918	47793	2017
1919	47815	1992
1920	47837	1967
1921	47863	1942
1922	47883	1917
1923	47909	1892
1924	47930	1867
1925	47952	1842
1926	47974	1817
1927	47998	1792
1928	48019	1767
1929	48045	1742
1930	48069	1717
1931	48095	1692
1932	48125	1668
1933	48148	1643
1934	48172	1618
1935	48201	1593
1936	48226	1568
1937	48247	1543
1938	48272	1518
1939	48298	1493
1940	48320	1468
1941	48343	1443
1942	48368	1418
1943	48391	1393
1944	48415	1369
1945	48440	1344
1946	48460	1319
1947	48486	1294
1948	48508	1269
1949	48534	1244
1950	48560	1219
1951	48587	1194
1952	48612	1169
1953	48638	1145
1954	48662	1120
1955	48688	1095
1956	48713	1070
1957	48736	1045
1958	48760	1020
1959	48787	995
1960	48810	970
1961	48837	945
1962	48861	920
1963	48886	896
1964	48912	871
1965	48934	846
1966	48959	821
1967	48985	796
1968	49013	771
1969	49040	746
1970	49063	721
1971	49087	696
1972	49111	672
1973	49136	647
1974	49161	622
1975	49183	597
1976	49208	572
1977	49228	547
1978	49249	522
1979	49271	497
1980	49292	472
1981	49313	447
1982	49334	422
1983	49360	398
1984	49387	373
1985	49415	348
1986	49440	323
1987	49462	298
1988	49482	273
1989	49508	248
1990	49532	223
1991	49561	199
1992	49582	174
1993	49612	149
1994	49634	124
1995	49664	99
1996	49687	74
1997	49711	49
1998	49736	24
1999	49757	0
